Absent_Frqcy_Class,Month of absence,Day of the week,Season,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Social drinker,Social smoker,Pet,Weight,Height,Body mass index
1,7,2,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25
1,7,3,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25
0,7,2,1,157,27,6,29,275.312,98,0,1,0,1,1,0,75,185,22
1,7,3,1,361,52,3,28,275.312,98,0,1,1,1,0,4,80,172,27
1,7,4,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30
1,7,5,1,179,51,18,38,275.312,98,0,1,0,1,0,0,89,170,31
1,7,2,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30
1,7,5,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30
0,7,5,1,260,50,11,36,275.312,98,1,1,4,1,0,0,65,168,23
1,8,6,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30
0,8,6,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22
0,8,2,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30
1,8,3,1,228,14,16,58,265.615,94,0,1,2,0,0,1,65,172,22
0,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25
0,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25
0,8,6,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23
0,8,3,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30
0,8,4,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32
1,8,5,1,268,11,8,33,265.615,94,0,2,0,0,0,0,79,178,25
0,8,5,1,179,26,9,30,265.615,94,0,3,0,0,0,0,56,171,19
0,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31
0,8,2,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32
0,8,3,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29
0,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31
1,8,5,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29
1,8,3,1,361,52,3,28,265.615,94,0,1,1,1,0,4,80,172,27
1,8,4,1,184,42,7,27,265.615,94,0,1,0,0,0,0,58,167,21
1,9,2,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31
0,9,6,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31
1,9,4,1,289,36,13,33,294.217,81,0,1,2,1,0,1,90,172,30
0,9,5,1,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38
1,9,2,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23
0,9,3,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25
0,9,3,1,231,35,14,39,294.217,81,1,1,2,1,0,2,100,170,35
0,9,3,1,291,50,12,32,294.217,81,1,1,0,1,0,0,65,169,23
1,9,4,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31
1,9,4,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23
0,9,5,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31
0,9,6,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25
0,9,6,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23
1,9,4,4,235,20,13,43,294.217,81,0,1,1,1,0,0,106,167,38
0,9,5,4,118,13,18,50,294.217,81,0,1,1,1,0,0,98,178,31
0,9,5,4,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38
0,9,6,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25
1,9,2,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25
1,9,2,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31
1,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30
0,10,2,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29
1,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30
1,10,6,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30
0,10,6,4,118,13,18,50,265.017,88,1,1,1,1,0,0,98,178,31
0,10,6,4,248,25,14,47,265.017,88,1,1,2,0,0,1,86,165,32
1,10,2,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19
0,10,2,4,118,10,10,37,265.017,88,0,1,0,0,0,0,83,172,28
1,10,2,4,369,17,12,31,265.017,88,0,1,3,1,0,0,70,169,25
0,10,4,4,179,51,18,38,265.017,88,0,1,0,1,0,0,89,170,31
1,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19
0,10,4,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38
1,10,5,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30
0,10,6,4,260,50,11,36,265.017,88,0,1,4,1,0,0,65,168,23
0,10,6,4,235,20,13,43,265.017,88,1,1,1,1,0,0,106,167,38
0,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38
0,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38
0,10,3,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31
0,10,3,4,291,31,12,40,265.017,88,0,1,1,1,0,1,73,171,25
1,10,5,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19
0,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31
1,10,2,4,361,52,3,28,265.017,88,0,1,1,1,0,4,80,172,27
0,10,3,4,260,50,11,36,265.017,88,1,1,4,1,0,0,65,168,23
0,10,3,4,291,31,12,40,265.017,88,1,1,1,1,0,1,73,171,25
0,10,3,4,157,27,6,29,265.017,88,1,1,0,1,1,0,75,185,22
0,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19
0,10,4,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19
0,10,5,4,118,13,18,50,265.017,88,0,1,1,1,0,0,98,178,31
1,11,2,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28
0,11,2,4,248,25,14,47,284.031,97,0,1,2,0,0,1,86,165,32
1,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31
0,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23
0,11,2,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25
1,11,2,4,378,49,11,36,284.031,97,0,1,2,0,1,4,65,174,21
1,11,2,4,155,12,14,34,284.031,97,0,1,2,1,0,0,95,196,25
1,11,2,4,235,20,13,43,284.031,97,0,1,1,1,0,0,106,167,38
0,11,3,4,330,16,4,28,284.031,97,1,2,0,0,0,0,84,182,25
0,11,4,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29
0,11,4,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28
0,11,5,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29
0,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31
1,11,6,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23
0,11,6,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25
1,11,2,4,246,25,16,41,284.031,97,0,1,0,1,0,0,67,170,23
0,11,3,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31
1,11,4,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23
1,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23
0,11,6,4,378,49,11,36,284.031,97,1,1,2,0,1,4,65,174,21
0,11,3,4,279,5,14,39,284.031,97,1,1,2,1,1,0,68,168,24
0,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31
0,12,2,4,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24
0,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
0,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
0,12,2,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29
0,12,3,4,118,13,18,50,236.629,93,0,1,1,1,0,0,98,178,31
0,12,6,4,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23
1,12,5,4,246,25,16,41,236.629,93,0,1,0,1,0,0,67,170,23
0,12,5,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
0,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
0,12,3,4,179,26,9,30,236.629,93,0,3,0,0,0,0,56,171,19
1,12,3,4,118,10,10,37,236.629,93,0,1,0,0,0,0,83,172,28
0,12,5,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29
0,12,6,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
1,12,3,2,235,20,13,43,236.629,93,0,1,1,1,0,0,106,167,38
0,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29
1,12,4,2,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23
0,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22
0,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31
1,12,2,2,289,36,13,33,236.629,93,0,1,2,1,0,1,90,172,30
0,1,4,2,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24
1,1,2,2,118,10,10,37,330.061,100,0,1,0,0,0,0,83,172,28
0,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25
0,1,3,2,235,11,14,37,330.061,100,0,3,1,0,0,1,88,172,29
0,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25
1,1,2,2,289,36,13,33,330.061,100,0,1,2,1,0,1,90,172,30
1,1,4,2,291,31,12,40,330.061,100,0,1,1,1,0,1,73,171,25
1,1,2,2,235,20,13,43,330.061,100,0,1,1,1,0,0,106,167,38
0,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31
0,1,4,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31
0,1,6,2,179,51,18,38,330.061,100,0,1,0,1,0,0,89,170,31
0,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28
0,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,4,2,225,26,9,28,251.818,96,0,1,1,0,0,2,69,169,24
0,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30
0,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23
0,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
1,2,5,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
1,2,5,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
0,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
1,2,2,2,189,29,13,33,251.818,96,0,1,2,0,0,2,69,167,25
0,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
0,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25
1,2,4,2,157,27,6,29,251.818,96,0,1,0,1,1,0,75,185,22
0,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
1,2,6,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23
0,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
0,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31
1,3,3,2,118,10,10,37,244.387,98,0,1,0,0,0,0,83,172,28
1,3,4,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
0,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
0,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23
0,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
1,3,2,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29
1,3,3,2,179,22,17,40,244.387,98,0,2,2,0,1,0,63,170,22
1,3,3,2,378,49,11,36,244.387,98,0,1,2,0,1,4,65,174,21
1,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
1,3,4,2,361,52,3,28,244.387,98,0,1,1,1,0,4,80,172,27
0,3,4,2,369,17,12,31,244.387,98,1,1,3,1,0,0,70,169,25
1,3,5,2,235,11,14,37,244.387,98,0,3,1,0,0,1,88,172,29
0,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
0,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
1,3,4,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31
0,3,5,3,235,11,14,37,244.387,98,1,3,1,0,0,1,88,172,29
0,3,5,3,246,25,16,41,244.387,98,1,1,0,1,0,0,67,170,23
0,3,5,3,118,13,18,50,244.387,98,1,1,1,1,0,0,98,178,31
1,3,6,3,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31
1,3,6,3,289,36,13,33,244.387,98,0,1,2,1,0,1,90,172,30
1,3,2,3,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23
0,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23
0,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
0,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23
0,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25
0,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25
0,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32
1,4,4,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25
1,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
0,4,2,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31
1,4,4,3,118,13,18,50,239.409,98,0,1,1,1,0,0,98,178,31
1,4,6,3,300,26,13,43,239.409,98,0,1,2,1,1,1,77,175,25
0,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23
0,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31
0,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28
1,5,2,3,235,20,13,43,246.074,99,0,1,1,1,0,0,106,167,38
0,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32
1,5,2,3,369,17,12,31,246.074,99,0,1,3,1,0,0,70,169,25
0,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
0,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31
0,5,5,3,361,52,3,28,246.074,99,0,1,1,1,0,4,80,172,27
0,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23
0,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22
0,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22
1,5,4,3,228,14,16,58,246.074,99,0,1,2,0,0,1,65,172,22
0,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24
1,5,6,3,330,16,4,28,246.074,99,0,2,0,0,0,0,84,182,25
0,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
0,5,2,3,118,10,10,37,246.074,99,0,1,0,0,0,0,83,172,28
1,5,2,3,235,11,14,37,246.074,99,0,3,1,0,0,1,88,172,29
0,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19
0,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28
0,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
0,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28
0,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24
0,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23
0,6,6,3,179,51,18,38,253.957,95,1,1,0,1,0,0,89,170,31
1,6,2,3,291,31,12,40,253.957,95,0,1,1,1,0,1,73,171,25
1,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
0,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23
0,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
1,6,3,3,235,20,13,43,253.957,95,0,1,1,1,0,0,106,167,38
0,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
0,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24
0,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31
1,6,4,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31
0,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19
0,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23
0,6,3,1,330,16,4,28,253.957,95,0,2,0,0,0,0,84,182,25
1,6,3,1,235,11,14,37,253.957,95,0,3,1,0,0,1,88,172,29
0,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19
0,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24
1,7,6,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23
1,7,2,1,268,11,8,33,230.29,92,0,2,0,0,0,0,79,178,25
1,7,6,1,330,16,4,28,230.29,92,0,2,0,0,0,0,84,182,25
1,7,6,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28
0,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23
1,7,3,1,118,10,10,37,230.29,92,0,1,0,0,0,0,83,172,28
1,7,2,1,300,26,13,43,230.29,92,0,1,2,1,1,1,77,175,25
0,7,2,1,235,29,12,48,230.29,92,0,1,1,0,1,5,88,163,33
0,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23
1,7,3,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24
0,7,3,1,179,51,18,38,230.29,92,0,1,0,1,0,0,89,170,31
0,7,6,1,118,13,18,50,230.29,92,0,1,1,1,0,0,98,178,31
1,7,6,1,361,52,3,28,230.29,92,0,1,1,1,0,4,80,172,27
1,7,2,1,289,36,13,33,230.29,92,0,1,2,1,0,1,90,172,30
1,7,2,1,235,20,13,43,230.29,92,0,1,1,1,0,0,106,167,38
0,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23
0,7,5,1,291,31,12,40,230.29,92,0,1,1,1,0,1,73,171,25
0,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24
0,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31
0,8,2,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22
0,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23
0,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28
1,8,3,1,289,36,13,33,249.797,93,0,1,2,1,0,1,90,172,30
1,8,3,1,235,20,13,43,249.797,93,0,1,1,1,0,0,106,167,38
0,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25
0,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31
1,8,3,1,179,22,17,40,249.797,93,0,2,2,0,1,0,63,170,22
1,8,5,1,330,16,4,28,249.797,93,0,2,0,0,0,0,84,182,25
0,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29
